"","seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENTREZID","SYMBOL","GENENAME","flank_txIds","flank_geneIds","flank_gene_distances"
"2739","9",121222144,121222275,132,"*","12_9D_Mut_R2_macs2_peak_2739",47,".",4.67719,8.1624,4.73942,91,"Intron (ENSMUST00000171923/ENSMUSG00000040936, intron 17 of 36)",82,121242342,121242587,246,1,"ENSMUSG00000084706","ENSMUST00000122757",-20067,NA,NA,NA,"ENSMUST00000171923;ENSMUST00000171061;ENSMUST00000051565;ENSMUST00000051479;ENSMUST00000164336;ENSMUST00000170237","ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936","0;0;0;0;0;0"
"2740","9",121222586,121225170,2585,"*","12_9D_Mut_R2_macs2_peak_2740",78,".",5.47819,11.381,7.80035,1341,"Intron (ENSMUST00000171923/ENSMUSG00000040936, intron 17 of 36)",82,121242342,121242587,246,1,"ENSMUSG00000084706","ENSMUST00000122757",-17172,NA,NA,NA,"ENSMUST00000171923;ENSMUST00000171061;ENSMUST00000051565;ENSMUST00000051479;ENSMUST00000164336;ENSMUST00000170237","ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936","0;0;0;0;0;0"
"2741","9",121225492,121225790,299,"*","12_9D_Mut_R2_macs2_peak_2741",40,".",4.15801,7.48588,4.08197,71,"Intron (ENSMUST00000171923/ENSMUSG00000040936, intron 17 of 36)",82,121242342,121242587,246,1,"ENSMUSG00000084706","ENSMUST00000122757",-16552,NA,NA,NA,"ENSMUST00000171923;ENSMUST00000171061;ENSMUST00000051565;ENSMUST00000051479;ENSMUST00000164336;ENSMUST00000170237","ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936","0;0;0;0;0;0"
"2742","9",121226066,121226348,283,"*","12_9D_Mut_R2_macs2_peak_2742",47,".",4.37357,8.19863,4.77441,194,"Intron (ENSMUST00000171923/ENSMUSG00000040936, intron 17 of 36)",82,121242342,121242587,246,1,"ENSMUSG00000084706","ENSMUST00000122757",-15994,NA,NA,NA,"ENSMUST00000171923;ENSMUST00000171061;ENSMUST00000051565;ENSMUST00000051479;ENSMUST00000164336;ENSMUST00000170237","ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936","0;0;0;0;0;0"
"2743","9",121226773,121227306,534,"*","12_9D_Mut_R2_macs2_peak_2743",84,".",5.45184,12.0714,8.4545,330,"Intron (ENSMUST00000171923/ENSMUSG00000040936, intron 17 of 36)",82,121242342,121242587,246,1,"ENSMUSG00000084706","ENSMUST00000122757",-15036,NA,NA,NA,"ENSMUST00000171923;ENSMUST00000171061;ENSMUST00000051565;ENSMUST00000051479;ENSMUST00000164336;ENSMUST00000170237","ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936","0;0;0;0;0;0"
"2744","9",121227574,121227955,382,"*","12_9D_Mut_R2_macs2_peak_2744",39,".",4.06097,7.29559,3.92816,120,"Intron (ENSMUST00000171923/ENSMUSG00000040936, intron 17 of 36)",82,121242342,121242587,246,1,"ENSMUSG00000084706","ENSMUST00000122757",-14387,NA,NA,NA,"ENSMUST00000171923;ENSMUST00000171061;ENSMUST00000051565;ENSMUST00000051479;ENSMUST00000164336;ENSMUST00000170237","ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936","0;0;0;0;0;0"
"2745","9",121228178,121230150,1973,"*","12_9D_Mut_R2_macs2_peak_2745",100,".",5.87301,13.7276,10.0385,257,"Intron (ENSMUST00000171923/ENSMUSG00000040936, intron 17 of 36)",82,121242342,121242587,246,1,"ENSMUSG00000084706","ENSMUST00000122757",-12192,NA,NA,NA,"ENSMUST00000171923;ENSMUST00000171061;ENSMUST00000051565;ENSMUST00000051479;ENSMUST00000164336;ENSMUST00000170237","ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936","0;0;0;0;0;0"
"2746","9",121230274,121230763,490,"*","12_9D_Mut_R2_macs2_peak_2746",40,".",4.13605,7.44297,4.04045,276,"Intron (ENSMUST00000171923/ENSMUSG00000040936, intron 17 of 36)",82,121242342,121242587,246,1,"ENSMUSG00000084706","ENSMUST00000122757",-11579,NA,NA,NA,"ENSMUST00000171923;ENSMUST00000171061;ENSMUST00000051565;ENSMUST00000051479;ENSMUST00000164336;ENSMUST00000170237","ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936","0;0;0;0;0;0"
"2747","9",121230885,121235662,4778,"*","12_9D_Mut_R2_macs2_peak_2747",114,".",6.35931,15.161,11.4216,1539,"Intron (ENSMUST00000171923/ENSMUSG00000040936, intron 17 of 36)",82,121242342,121242587,246,1,"ENSMUSG00000084706","ENSMUST00000122757",-6680,NA,NA,NA,"ENSMUST00000171923;ENSMUST00000171061;ENSMUST00000051565;ENSMUST00000051479;ENSMUST00000164336;ENSMUST00000170237","ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936","0;0;0;0;0;0"
"2748","9",121236236,121238017,1782,"*","12_9D_Mut_R2_macs2_peak_2748",74,".",5.45686,10.9707,7.40147,564,"Intron (ENSMUST00000171923/ENSMUSG00000040936, intron 17 of 36)",82,121242342,121242587,246,1,"ENSMUSG00000084706","ENSMUST00000122757",-4325,NA,NA,NA,"ENSMUST00000171923;ENSMUST00000171061;ENSMUST00000051565;ENSMUST00000051479;ENSMUST00000164336;ENSMUST00000170237;ENSMUST00000122757","ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000084706","0;0;0;0;0;0;-4325"
"2749","9",121238138,121239351,1214,"*","12_9D_Mut_R2_macs2_peak_2749",76,".",5.59779,11.2389,7.66241,138,"Promoter (2-3kb)",82,121242342,121242587,246,1,"ENSMUSG00000084706","ENSMUST00000122757",-2991,NA,NA,NA,"ENSMUST00000171923;ENSMUST00000171061;ENSMUST00000051565;ENSMUST00000051479;ENSMUST00000164336;ENSMUST00000170237;ENSMUST00000122757","ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000084706","0;0;0;0;0;0;-2991"
"2750","9",121268814,121270567,1754,"*","12_9D_Mut_R2_macs2_peak_2750",190,".",9.6748,23.0702,19.0876,620,"Intron (ENSMUST00000171923/ENSMUSG00000040936, intron 2 of 36)",82,120966404,121277170,310767,2,"ENSMUSG00000040936","ENSMUST00000171061",6603,"209012","Ulk4","unc-51-like kinase 4","ENSMUST00000171923;ENSMUST00000171061;ENSMUST00000051565;ENSMUST00000051479;ENSMUST00000164336","ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936;ENSMUSG00000040936","0;0;0;0;0"
"2751","9",121360690,121360938,249,"*","12_9D_Mut_R2_macs2_peak_2751",21,".",3.8584,5.39202,2.17285,18,"Intron (ENSMUST00000211301/ENSMUSG00000032536, intron 1 of 17)",82,121366968,121445108,78141,1,"ENSMUSG00000032536","ENSMUST00000210636",-6030,"67095","Trak1","trafficking protein, kinesin binding 1","ENSMUST00000211301;ENSMUST00000211699;ENSMUST00000238988;ENSMUST00000210798;ENSMUST00000211439;ENSMUST00000209390;ENSMUST00000211149","ENSMUSG00000032536;ENSMUSG00000032536;ENSMUSG00000032536;ENSMUSG00000032536;ENSMUSG00000032536;ENSMUSG00000032536;ENSMUSG00000032536","0;0;0;0;0;0;0"
"2752","9",121701953,121702294,342,"*","12_9D_Mut_R2_macs2_peak_2752",69,".",5.84066,10.5524,6.99439,179,"Promoter (2-3kb)",82,121680045,121704959,24915,2,"ENSMUSG00000061536","ENSMUST00000078547",2665,"215474","Sec22c","SEC22 homolog C, vesicle trafficking protein","ENSMUST00000078547;ENSMUST00000111560;ENSMUST00000139193;ENSMUST00000154978;ENSMUST00000214595","ENSMUSG00000061536;ENSMUSG00000061536;ENSMUSG00000061536;ENSMUSG00000061536;ENSMUSG00000061536","0;0;0;0;0"
"2753","9",121929534,121931930,2397,"*","12_9D_Mut_R2_macs2_peak_2753",773,".",19.501,81.7122,77.3598,1792,"Promoter (2-3kb)",82,121934080,121935402,1323,1,"ENSMUSG00000111141","ENSMUST00000216970",-2150,NA,NA,NA,"ENSMUST00000216970","ENSMUSG00000111141","-2150"
"2754","9",122161884,122162774,891,"*","12_9D_Mut_R2_macs2_peak_2754",78,".",6.337,11.3975,7.81634,382,"Promoter (1-2kb)",82,122163869,122166490,2622,1,"ENSMUSG00000038145","ENSMUST00000151872",-1095,"20623","Snrk","SNF related kinase","ENSMUST00000119215;ENSMUST00000118886;ENSMUST00000120173;ENSMUST00000217631;ENSMUST00000134949;ENSMUST00000131169;ENSMUST00000151872;ENSMUST00000145384","ENSMUSG00000038145;ENSMUSG00000038145;ENSMUSG00000038145;ENSMUSG00000038145;ENSMUSG00000038145;ENSMUSG00000038145;ENSMUSG00000038145;ENSMUSG00000038145","44618;0;0;0;0;0;-1095;-3970"
"2755","9",122541534,122545540,4007,"*","12_9D_Mut_R2_macs2_peak_2755",232,".",10.4011,27.3289,23.2367,1636,"Distal Intergenic",82,122531746,122535020,3275,2,"ENSMUSG00000111221","ENSMUST00000214554",-6514,NA,NA,NA,NA,NA,NA
"2756","9",122905332,122905653,322,"*","12_9D_Mut_R2_macs2_peak_2756",68,".",6.20549,10.4204,6.86577,100,"Promoter (1-2kb)",82,122885080,122903531,18452,2,"ENSMUSG00000097322","ENSMUST00000214426",-1801,NA,NA,NA,"ENSMUST00000180486;ENSMUST00000214426;ENSMUST00000180877;ENSMUST00000216924;ENSMUST00000214957;ENSMUST00000216462","ENSMUSG00000097322;ENSMUSG00000097322;ENSMUSG00000097322;ENSMUSG00000097322;ENSMUSG00000111063;ENSMUSG00000111063","-2148;-1801;-2162;-2186;0;-3338"
"2757","9",123461810,123462188,379,"*","12_9D_Mut_R2_macs2_peak_2757",2531,".",33.5462,257.68,253.163,183,"3' UTR",82,123454790,123461899,7110,1,"ENSMUSG00000035202","ENSMUST00000215087",7020,"102436","Lars2","leucyl-tRNA synthetase, mitochondrial","ENSMUST00000038863;ENSMUST00000217116;ENSMUST00000213711;ENSMUST00000215087","ENSMUSG00000035202;ENSMUSG00000035202;ENSMUSG00000035202;ENSMUSG00000035202","0;0;7304;0"
"2758","9",123924384,123924585,202,"*","12_9D_Mut_R2_macs2_peak_2758",1332,".",26.9103,137.634,133.213,132,"Distal Intergenic",82,123962124,123968692,6569,2,"ENSMUSG00000025804","ENSMUST00000026911",44107,"12768","Ccr1","chemokine (C-C motif) receptor 1",NA,NA,NA
"2759","9",123924770,123924924,155,"*","12_9D_Mut_R2_macs2_peak_2759",15,".",3.06969,4.65001,1.5262,85,"Distal Intergenic",82,123962124,123968692,6569,2,"ENSMUSG00000025804","ENSMUST00000026911",43768,"12768","Ccr1","chemokine (C-C motif) receptor 1",NA,NA,NA
"2760","9",124256347,124257981,1635,"*","12_9D_Mut_R2_macs2_peak_2760",3468,".",23.0192,351.408,346.811,423,"Distal Intergenic",82,124270358,124282139,11782,2,"ENSMUSG00000110834","ENSMUST00000214845",24158,NA,NA,NA,NA,NA,NA
"2761","9",124422943,124423258,316,"*","12_9D_Mut_R2_macs2_peak_2761",33,".",4.49135,6.66904,3.31937,96,"Promoter (<=1kb)",82,124422623,124423583,961,2,"ENSMUSG00000093803","ENSMUST00000188509",325,"19054","Ppp2r3d","protein phosphatase 2 (formerly 2A), regulatory subunit B'', delta","ENSMUST00000180270;ENSMUST00000188509","ENSMUSG00000093803;ENSMUSG00000093803","0;0"
"2762","9",124424462,124424637,176,"*","12_9D_Mut_R2_macs2_peak_2762",15,".",3.51433,4.62174,1.50021,61,"Promoter (<=1kb)",82,124422622,124424154,1533,2,"ENSMUSG00000093803","ENSMUST00000180270",-308,"19054","Ppp2r3d","protein phosphatase 2 (formerly 2A), regulatory subunit B'', delta","ENSMUST00000180270;ENSMUST00000188509","ENSMUSG00000093803;ENSMUSG00000093803","0;0"
"2763","GL456211.1",44197,44847,651,"*","12_9D_Mut_R2_macs2_peak_2763",78,".",6.59102,11.4293,7.84683,315,"Distal Intergenic",97,54469,54840,372,2,"ENSMUSG00000095787","ENSMUST00000179124",9993,NA,NA,NA,NA,NA,NA
"2764","GL456216.1",49119,49354,236,"*","12_9D_Mut_R2_macs2_peak_2764",411,".",16.5018,45.3739,41.1071,61,"Promoter (1-2kb)",100,50830,50978,149,2,"ENSMUSG00000084520","ENSMUST00000122571",1624,"115489313","LOC115489313","U2 spliceosomal RNA","ENSMUST00000122571","ENSMUSG00000084520","1624"
"2765","GL456221.1",36774,36943,170,"*","12_9D_Mut_R2_macs2_peak_2765",21,".",3.68937,5.34508,2.12774,6,"Intron (ENSMUST00000178309/ENSMUSG00000095500, intron 1 of 2)",102,30394,32306,1913,2,"ENSMUSG00000094874","ENSMUST00000178199",-4468,"102633783","LOC102633783","sp110 nuclear body protein-like","ENSMUST00000178199;ENSMUST00000178309","ENSMUSG00000094874;ENSMUSG00000095500","-4468;0"
"2766","GL456233.1",295476,296832,1357,"*","12_9D_Mut_R2_macs2_peak_2766",31,".",4.55069,6.49685,3.15151,543,"Intron (ENSMUST00000115964/ENSMUSG00000079834, intron 5 of 7)",103,159647,334183,174537,1,"ENSMUSG00000079834","ENSMUST00000115964",135829,NA,NA,NA,"ENSMUST00000115964","ENSMUSG00000079834","0"
"2767","GL456239.1",38380,38520,141,"*","12_9D_Mut_R2_macs2_peak_2767",31,".",3.18332,6.51434,3.16871,103,"Promoter (<=1kb)",104,38438,38535,98,1,"ENSMUSG00000099278","ENSMUST00000183641",0,NA,NA,NA,"ENSMUST00000183641","ENSMUSG00000099278","0"
"2768","GL456381.1",3227,3363,137,"*","12_9D_Mut_R2_macs2_peak_2776",72,".",6.21576,10.8098,7.24484,29,"Distal Intergenic",116,16623,16721,99,2,"ENSMUSG00000098647","ENSMUST00000184505",13358,NA,NA,NA,NA,NA,NA
"2769","JH584292.1",12643,14272,1630,"*","12_9D_Mut_R2_macs2_peak_2797",273,".",10.9824,31.5264,27.368,358,"Distal Intergenic",127,3573,11934,8362,1,"ENSMUSG00000096730","ENSMUST00000178970",9070,NA,NA,NA,"ENSMUST00000096791;ENSMUST00000071277;ENSMUST00000179115;ENSMUST00000099422;ENSMUST00000178970","ENSMUSG00000096730;ENSMUSG00000096730;ENSMUSG00000096730;ENSMUSG00000096730;ENSMUSG00000096730","9107;9107;9107;9104;9070"
"2770","JH584304.1",2133,2676,544,"*","12_9D_Mut_R2_macs2_peak_2798",94,".",2.63635,13.0798,9.42159,369,"Distal Intergenic",139,52190,59667,7478,2,"ENSMUSG00000095041","ENSMUST00000179505",56991,NA,NA,NA,NA,NA,NA
"2771","JH584304.1",3794,4120,327,"*","12_9D_Mut_R2_macs2_peak_2799",521,".",4.92631,56.4824,52.1775,94,"Distal Intergenic",139,52190,59667,7478,2,"ENSMUSG00000095041","ENSMUST00000179505",55547,NA,NA,NA,NA,NA,NA
"2772","JH584304.1",13784,13968,185,"*","12_9D_Mut_R2_macs2_peak_2800",20,".",1.86548,5.31508,2.09888,182,"Distal Intergenic",139,52190,59667,7478,2,"ENSMUSG00000095041","ENSMUST00000179505",45699,NA,NA,NA,NA,NA,NA
"2773","JH584304.1",15778,16090,313,"*","12_9D_Mut_R2_macs2_peak_2801",172,".",3.13419,21.2186,17.285,203,"Distal Intergenic",139,52190,59667,7478,2,"ENSMUSG00000095041","ENSMUST00000179505",43577,NA,NA,NA,NA,NA,NA
"2774","JH584304.1",59579,59708,130,"*","12_9D_Mut_R2_macs2_peak_2802",52,".",2.04696,8.66385,5.20171,117,"Promoter (<=1kb)",139,52190,59667,7478,2,"ENSMUSG00000095041","ENSMUST00000179505",0,NA,NA,NA,"ENSMUST00000179505;ENSMUST00000178343","ENSMUSG00000095041;ENSMUSG00000095041","0;0"
"2775","JH584304.1",60659,60785,127,"*","12_9D_Mut_R2_macs2_peak_2803",46,".",2.0019,8.07093,4.65122,112,"Promoter (<=1kb)",139,52691,59690,7000,2,"ENSMUSG00000095041","ENSMUST00000178343",-969,NA,NA,NA,"ENSMUST00000179505;ENSMUST00000178343","ENSMUSG00000095041;ENSMUSG00000095041","0;0"
"2776","JH584304.1",68538,114430,45893,"*","12_9D_Mut_R2_macs2_peak_2804",27991,".",18.4411,2804.87,2799.15,2497,"Distal Intergenic",139,52691,59690,7000,2,"ENSMUSG00000095041","ENSMUST00000178343",-8848,NA,NA,NA,NA,NA,NA
"2777","X",5428020,5428232,213,"*","12_9D_Mut_R2_macs2_peak_2805",40,".",4.96439,7.42892,4.0268,76,"Distal Intergenic",93,5399249,5402129,2881,2,"ENSMUSG00000082975","ENSMUST00000122304",-25891,NA,NA,NA,NA,NA,NA
"2778","X",8379335,8381164,1830,"*","12_9D_Mut_R2_macs2_peak_2806",133,".",8.68769,17.1148,13.3049,1112,"Distal Intergenic",93,8366978,8375390,8413,1,"ENSMUSG00000068218","ENSMUST00000115584",12357,"387131","Ssxb9","synovial sarcoma, X member B9","ENSMUST00000115584","ENSMUSG00000068218","12357"
"2779","X",8479331,8480521,1191,"*","12_9D_Mut_R2_macs2_peak_2807",99,".",7.44659,13.6625,9.97479,1103,"Distal Intergenic",93,8454345,8461726,7382,2,"ENSMUSG00000023165","ENSMUST00000103000",-17605,"387132","Ssxb2","synovial sarcoma, X member B2",NA,NA,NA
"2780","X",8480651,8480977,327,"*","12_9D_Mut_R2_macs2_peak_2808",31,".",4.55069,6.49685,3.15151,63,"Distal Intergenic",93,8454345,8461726,7382,2,"ENSMUSG00000023165","ENSMUST00000103000",-18925,"387132","Ssxb2","synovial sarcoma, X member B2",NA,NA,NA
"2781","X",8481219,8481338,120,"*","12_9D_Mut_R2_macs2_peak_2809",15,".",3.72329,4.74698,1.55188,55,"Distal Intergenic",93,8454345,8461726,7382,2,"ENSMUSG00000023165","ENSMUST00000103000",-19493,"387132","Ssxb2","synovial sarcoma, X member B2",NA,NA,NA
"2782","X",8551397,8552788,1392,"*","12_9D_Mut_R2_macs2_peak_2810",68,".",6.20549,10.4204,6.86577,94,"Distal Intergenic",93,8542608,8548255,5648,2,"ENSMUSG00000079702","ENSMUST00000138642",-3142,"668976","Ssxb6","synovial sarcoma, X member B6","ENSMUST00000138642","ENSMUSG00000079702","-3142"
"2783","X",9295579,9295838,260,"*","12_9D_Mut_R2_macs2_peak_2811",31,".",4.55069,6.49685,3.15151,142,"Intron (ENSMUST00000015486/ENSMUSG00000015342, intron 2 of 2)",93,9283764,9284298,535,1,"ENSMUSG00000100200","ENSMUST00000073949",11815,"76383","H2al1m","H2A histone family member L1M","ENSMUST00000015486","ENSMUSG00000015342","0"
"2784","X",10948216,10948334,119,"*","12_9D_Mut_R2_macs2_peak_2812",49,".",5.37809,8.39511,4.93852,86,"Distal Intergenic",93,11020515,11021007,493,2,"ENSMUSG00000083419","ENSMUST00000119489",72673,NA,NA,NA,NA,NA,NA
"2785","X",10965690,10966130,441,"*","12_9D_Mut_R2_macs2_peak_2813",58,".",5.79179,9.39298,5.88683,229,"Distal Intergenic",93,11020515,11021007,493,2,"ENSMUSG00000083419","ENSMUST00000119489",54877,NA,NA,NA,NA,NA,NA
"2786","X",14570574,14571982,1409,"*","12_9D_Mut_R2_macs2_peak_2814",68,".",6.20549,10.4204,6.86577,734,"Distal Intergenic",93,14796735,14839980,43246,1,"ENSMUSG00000084907","ENSMUST00000145383",-224753,NA,NA,NA,NA,NA,NA
"2787","X",15399462,15400694,1233,"*","12_9D_Mut_R2_macs2_peak_2815",144,".",9.10138,18.3071,14.4579,704,"Distal Intergenic",93,15365179,15365490,312,1,"ENSMUSG00000082838","ENSMUST00000118490",34283,NA,NA,NA,NA,NA,NA
"2788","X",17475897,17476695,799,"*","12_9D_Mut_R2_macs2_peak_2816",68,".",6.20549,10.4204,6.86577,605,"Distal Intergenic",93,17557898,17571624,13727,2,"ENSMUSG00000025040","ENSMUST00000127690",94929,"72018","Fundc1","FUN14 domain containing 1",NA,NA,NA
"2789","X",18538929,18539091,163,"*","12_9D_Mut_R2_macs2_peak_2817",31,".",4.55069,6.49685,3.15151,29,"Distal Intergenic",93,18414881,18461397,46517,2,"ENSMUSG00000037358","ENSMUST00000147039",-77532,"75905","Dipk2b","divergent protein kinase domain 2B",NA,NA,NA
"2790","X",18803115,18803247,133,"*","12_9D_Mut_R2_macs2_peak_2818",15,".",3.72329,4.74698,1.55188,25,"Distal Intergenic",93,18920804,18921209,406,1,"ENSMUSG00000082757","ENSMUST00000118343",-117557,NA,NA,NA,NA,NA,NA
"2791","X",21261145,21261375,231,"*","12_9D_Mut_R2_macs2_peak_2819",31,".",4.55069,6.49685,3.15151,181,"Distal Intergenic",93,21206580,21221665,15086,2,"ENSMUSG00000087358","ENSMUST00000125569",-39480,"100503481","4930453H23Rik","RIKEN cDNA 4930453H23 gene",NA,NA,NA
"2792","X",30248001,30248366,366,"*","12_9D_Mut_R2_macs2_peak_2820",23,".",4.13699,5.60175,2.32456,244,"Distal Intergenic",93,30329772,30352645,22874,1,"ENSMUSG00000073255","ENSMUST00000101654",-81406,"100042144","Gm14632","predicted gene 14632",NA,NA,NA
"2793","X",32074535,32074696,162,"*","12_9D_Mut_R2_macs2_peak_2821",33,".",4.51889,6.71359,3.36299,127,"Distal Intergenic",93,32047764,32049692,1929,1,"ENSMUSG00000118402","ENSMUST00000238528",26771,"100862323","Btbd35f22","BTB domain containing 35, family member 22",NA,NA,NA
"2794","X",32093203,32093369,167,"*","12_9D_Mut_R2_macs2_peak_2822",19,".",3.57021,5.14268,1.93349,19,"Distal Intergenic",93,32047764,32049692,1929,1,"ENSMUSG00000118402","ENSMUST00000238528",45439,"100862323","Btbd35f22","BTB domain containing 35, family member 22",NA,NA,NA
"2795","X",35508234,35508484,251,"*","12_9D_Mut_R2_macs2_peak_2823",31,".",4.55069,6.49685,3.15151,214,"Distal Intergenic",93,35405794,35426971,21178,1,"ENSMUSG00000073245","ENSMUST00000169396",102440,"100039585","Gm14819","predicted gene 14819",NA,NA,NA
"2796","X",35860356,35861404,1049,"*","12_9D_Mut_R2_macs2_peak_2824",78,".",6.61919,11.4755,7.8745,345,"Distal Intergenic",93,35838127,35838401,275,1,"ENSMUSG00000087847","ENSMUST00000157222",22229,"115486089","Gm25624","predicted gene, 25624",NA,NA,NA
"2797","X",37130501,37130681,181,"*","12_9D_Mut_R2_macs2_peak_2825",68,".",6.20549,10.4204,6.86577,64,"Intron (ENSMUST00000016553/ENSMUSG00000016409, intron 1 of 8)",93,37126795,37150746,23952,1,"ENSMUSG00000016409","ENSMUST00000016553",3706,"67050","Nkap","NFKB activating protein","ENSMUST00000016553","ENSMUSG00000016409","0"
"2798","X",37665239,37665418,180,"*","12_9D_Mut_R2_macs2_peak_2826",23,".",4.13699,5.60175,2.32456,142,"Promoter (1-2kb)",93,37667233,37667376,144,2,"ENSMUSG00000064697","ENSMUST00000082763",1958,"115489212","Gm24147","predicted gene, 24147","ENSMUST00000082763;ENSMUST00000184824;ENSMUST00000185138;ENSMUST00000096457;ENSMUST00000184088;ENSMUST00000115162","ENSMUSG00000064697;ENSMUSG00000071769;ENSMUSG00000071769;ENSMUSG00000071769;ENSMUSG00000079627;ENSMUSG00000079627","1958;-3577;-3577;0;7451;7859"
"2799","X",39138617,39139995,1379,"*","12_9D_Mut_R2_macs2_peak_2827",40,".",4.96439,7.42892,4.0268,817,"Distal Intergenic",93,39119656,39119911,256,1,"ENSMUSG00000084039","ENSMUST00000120802",18961,"108168460","Gm14551","40S ribosomal protein S27-like",NA,NA,NA
"2800","X",40933437,40933571,135,"*","12_9D_Mut_R2_macs2_peak_2828",15,".",3.72329,4.74698,1.55188,98,"Distal Intergenic",93,40927001,40928111,1111,2,"ENSMUSG00000084287","ENSMUST00000118073",-5326,"100416653","Gm14576","zinc finger protein 259 pseudogene",NA,NA,NA
"2801","X",41482749,41482880,132,"*","12_9D_Mut_R2_macs2_peak_2829",15,".",3.72329,4.74698,1.55188,10,"Intron (ENSMUST00000128197/ENSMUSG00000001986, intron 4 of 11)",93,41402740,41478661,75922,1,"ENSMUSG00000001986","ENSMUST00000124169",80009,"53623","Gria3","glutamate receptor, ionotropic, AMPA3 (alpha 3)","ENSMUST00000128197;ENSMUST00000115103;ENSMUST00000076349;ENSMUST00000156721;ENSMUST00000139965;ENSMUST00000148212;ENSMUST00000165288;ENSMUST00000124169","ENSMUSG00000001986;ENSMUSG00000001986;ENSMUSG00000001986;ENSMUSG00000001986;ENSMUSG00000001986;ENSMUSG00000001986;ENSMUSG00000001986;ENSMUSG00000001986","0;0;0;0;0;0;0;80009"
"2802","X",41940553,41940668,116,"*","12_9D_Mut_R2_macs2_peak_2830",40,".",4.96439,7.42892,4.0268,76,"Distal Intergenic",93,41948832,41948958,127,1,"ENSMUSG00000104879","ENSMUST00000198566",-8164,NA,NA,NA,NA,NA,NA
"2803","X",42638719,42639839,1121,"*","12_9D_Mut_R2_macs2_peak_2831",58,".",5.79179,9.39298,5.88683,675,"Intron (ENSMUST00000115058/ENSMUSG00000016150, intron 21 of 30)",93,42681757,42681886,130,2,"ENSMUSG00000077558","ENSMUST00000104370",42047,"115486102","Gm23705","predicted gene, 23705","ENSMUST00000115058;ENSMUST00000115059;ENSMUST00000016294","ENSMUSG00000016150;ENSMUSG00000016150;ENSMUSG00000016150","0;0;0"
"2804","X",43209092,43209532,441,"*","12_9D_Mut_R2_macs2_peak_2832",40,".",4.96439,7.42892,4.0268,354,"Intron (ENSMUST00000016294/ENSMUSG00000016150, intron 1 of 32)",93,42527866,43167838,639973,2,"ENSMUSG00000016150","ENSMUST00000115059",-41254,"23963","Tenm1","teneurin transmembrane protein 1","ENSMUST00000016294;ENSMUST00000154433;ENSMUST00000126161","ENSMUSG00000016150;ENSMUSG00000016150;ENSMUSG00000016150","0;0;0"
"2805","X",47436007,47436861,855,"*","12_9D_Mut_R2_macs2_peak_2833",58,".",5.79179,9.39298,5.88683,553,"Distal Intergenic",93,47471808,47472812,1005,1,"ENSMUSG00000083094","ENSMUST00000121923",-34947,"236775","Gm4908","glyceraldehyde-3-phosphate dehydrogenase pseudogene",NA,NA,NA
"2806","X",47866574,47866938,365,"*","12_9D_Mut_R2_macs2_peak_2834",31,".",4.55069,6.49685,3.15151,248,"Intron (ENSMUST00000077569/ENSMUSG00000031099, intron 9 of 23)",93,47841930,47892396,50467,2,"ENSMUSG00000031099","ENSMUST00000153548",25458,"93761","Smarca1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1","ENSMUST00000077569;ENSMUST00000101616;ENSMUST00000088973;ENSMUST00000153548","ENSMUSG00000031099;ENSMUSG00000031099;ENSMUSG00000031099;ENSMUSG00000031099","0;0;0;0"
